manufacturer,customer,shippedTo,shippedToState,shippedDate,custMeterNo,mfgSerialNumber,amrSerialnumber,kH,numDials,form,base,class,detentMode,KM,KMh,edgeSerialNumber
,,,,,400a29f2,1074407922,1074407922,,,,,,,,
,,,,,00aa08ac,11143340,11143340,,,,,,,,
,,,,,400a29d8,1074407896,1074407896,,,,,,,,
,,,,,400a29de,1074407902,1074407902,,,,,,,,
,,,,,400a29e2,1074407906,1074407906,,,,,,,,
,,,,,400a29e4,1074407908,1074407908,,,,,,,,
,,,,,400a2a36,1074407990,1074407990,,,,,,,,
,,,,,400a2a2e,1074407982,1074407982,,,,,,,,
,,,,,00aa01fc,11141628,11141628,,,,,,,,
,,,,,00aa0139,11141433,11141433,,,,,,,,
,,,,,00aa012b,11141419,11141419,,,,,,,,
,,,,,00aa01ef,11141615,11141615,,,,,,,,
,,,,,00aa0145,11141445,11141445,,,,,,,,
,,,,,00aa014b,11141451,11141451,,,,,,,,
,,,,,00aa0153,11141459,11141459,,,,,,,,
,,,,,00aa0147,11141447,11141447,,,,,,,,
,,,,,00aa021c,11141660,11141660,,,,,,,,
,,,,,00aa007d,11141245,11141245,,,,,,,,
,,,,,00aa00b1,11141297,11141297,,,,,,,,
,,,,,400a29d2,1074407890,1074407890,,,,,,,,
,,,,,00aa0087,11141255,11141255,,,,,,,,
,,,,,00aa00cf,11141327,11141327,,,,,,,,
,,,,,400a29dc,1074407900,1074407900,,,,,,,,
,,,,,400a29e6,1074407910,1074407910,,,,,,,,
,,,,,400a2a4c,1074408012,1074408012,,,,,,,,
,,,,,400a2a00,1074407936,1074407936,,,,,,,,
,,,,,00aa00f5,11141365,11141365,,,,,,,,
,,,,,00aa00ad,11141293,11141293,,,,,,,,
,,,,,00aa0103,11141379,11141379,,,,,,,,
,,,,,00aa0252,11141714,11141714,,,,,,,,
,,,,,00aa01af,11141551,11141551,,,,,,,,
,,,,,00aa01d9,11141593,11141593,,,,,,,,
,,,,,00aa0222,11141666,11141666,,,,,,,,
,,,,,00aa00d1,11141329,11141329,,,,,,,,
,,,,,00aa01f9,11141625,11141625,,,,,,,,
,,,,,00aa0250,11141712,11141712,,,,,,,,
,,,,,00aa00db,11141339,11141339,,,,,,,,
,,,,,00aa01f7,11141623,11141623,,,,,,,,
,,,,,00aa01fe,11141630,11141630,,,,,,,,
,,,,,400a2c4d,1074408525,1074408525,,,,,,,,
,,,,,00aa01f1,11141617,11141617,,,,,,,,
,,,,,00aa01e3,11141603,11141603,,,,,,,,
,,,,,00aa01e1,11141601,11141601,,,,,,,,
,,,,,400a2a3a,1074407994,1074407994,,,,,,,,
,,,,,00aa024a,11141706,11141706,,,,,,,,
,,,,,00aa00e5,11141349,11141349,,,,,,,,
,,,,,00aa015b,11141467,11141467,,,,,,,,
,,,,,400a2a18,1074407960,1074407960,,,,,,,,
,,,,,400a2a1e,1074407966,1074407966,,,,,,,,
,,,,,400a2a4a,1074408010,1074408010,,,,,,,,
,,,,,400a2a46,1074408006,1074408006,,,,,,,,
,,,,,00aa0224,11141668,11141668,,,,,,,,
,,,,,400a2a4e,1074408014,1074408014,,,,,,,,
,,,,,400a2a50,1074408016,1074408016,,,,,,,,
,,,,,400a29f6,1074407926,1074407926,,,,,,,,
,,,,,400a29fa,1074407930,1074407930,,,,,,,,
,,,,,400a2a3c,1074407996,1074407996,,,,,,,,
,,,,,00aa010f,11141391,11141391,,,,,,,,
,,,,,00aa0228,11141672,11141672,,,,,,,,
,,,,,00aa00c9,11141321,11141321,,,,,,,,
,,,,,00aa0151,11141457,11141457,,,,,,,,
,,,,,00aa0141,11141441,11141441,,,,,,,,
,,,,,00aa020c,11141644,11141644,,,,,,,,
,,,,,00aa00cb,11141323,11141323,,,,,,,,
,,,,,00aa0208,11141640,11141640,,,,,,,,
,,,,,400a29f4,1074407924,1074407924,,,,,,,,
,,,,,400a29fc,1074407932,1074407932,,,,,,,,
,,,,,00aa0204,11141636,11141636,,,,,,,,
,,,,,400a29e0,1074407904,1074407904,,,,,,,,
,,,,,400a2a24,1074407972,1074407972,,,,,,,,
,,,,,400a29d4,1074407892,1074407892,,,,,,,,
,,,,,400a2a52,1074408018,1074408018,,,,,,,,
,,,,,400a2a02,1074407938,1074407938,,,,,,,,
,,,,,00aa00e9,11141353,11141353,,,,,,,,
,,,,,00aa0238,11141688,11141688,,,,,,,,
,,,,,00aa023a,11141690,11141690,,,,,,,,
,,,,,400a2a1c,1074407964,1074407964,,,,,,,,
,,,,,00aa00e3,11141347,11141347,,,,,,,,
,,,,,00aa023e,11141694,11141694,,,,,,,,
,,,,,00aa0232,11141682,11141682,,,,,,,,
,,,,,00aa01f5,11141621,11141621,,,,,,,,
,,,,,00aa0107,11141383,11141383,,,,,,,,
,,,,,00aa01d5,11141589,11141589,,,,,,,,
,,,,,400a2a0c,1074407948,1074407948,,,,,,,,
,,,,,400a2a32,1074407986,1074407986,,,,,,,,
,,,,,400a2a34,1074407988,1074407988,,,,,,,,
,,,,,400a29f0,1074407920,1074407920,,,,,,,,
,,,,,00aa0129,11141417,11141417,,,,,,,,
,,,,,400a2a48,1074408008,1074408008,,,,,,,,
,,,,,00aa08b2,11143346,11143346,,,,,,,,
,,,,,400a2a54,1074408020,1074408020,,,,,,,,
,,,,,400a2a1a,1074407962,1074407962,,,,,,,,
,,,,,400a2a12,1074407954,1074407954,,,,,,,,
,,,,,400a2a22,1074407970,1074407970,,,,,,,,
,,,,,00aa006d,11141229,11141229,,,,,,,,
,,,,,00aa00c7,11141319,11141319,,,,,,,,
,,,,,00aa032d,11141933,11141933,,,,,,,,
,,,,,00aa0123,11141411,11141411,,,,,,,,
,,,,,00aa01f3,11141619,11141619,,,,,,,,
,,,,,00aa01e5,11141605,11141605,,,,,,,,
,,,,,00aa00eb,11141355,11141355,,,,,,,,
,,,,,00aa008d,11141261,11141261,,,,,,,,
,,,,,00aa0339,11141945,11141945,,,,,,,,
,,,,,00aa00ef,11141359,11141359,,,,,,,,
,,,,,400a29f8,1074407928,1074407928,,,,,,,,
,,,,,400a29ec,1074407916,1074407916,,,,,,,,
,,,,,400a29e8,1074407912,1074407912,,,,,,,,
,,,,,400a29fe,1074407934,1074407934,,,,,,,,
,,,,,400a29ee,1074407918,1074407918,,,,,,,,
,,,,,400a29d0,1074407888,1074407888,,,,,,,,
,,,,,00aa00b5,11141301,11141301,,,,,,,,
,,,,,00aa021e,11141662,11141662,,,,,,,,
,,,,,00aa0121,11141409,11141409,,,,,,,,
,,,,,00aa011f,11141407,11141407,,,,,,,,
,,,,,00aa014d,11141453,11141453,,,,,,,,
,,,,,00aa01a9,11141545,11141545,,,,,,,,
,,,,,00aa01d7,11141591,11141591,,,,,,,,
,,,,,00aa0155,11141461,11141461,,,,,,,,
,,,,,400a2a10,1074407952,1074407952,,,,,,,,
,,,,,400a2a2a,1074407978,1074407978,,,,,,,,
,,,,,00aa01b5,11141557,11141557,,,,,,,,
,,,,,00aa01b1,11141553,11141553,,,,,,,,
,,,,,00aa0162,11141474,11141474,,,,,,,,
,,,,,00aa08a0,11143328,11143328,,,,,,,,
,,,,,00aa08a2,11143330,11143330,,,,,,,,
,,,,,00aa089e,11143326,11143326,,,,,,,,
,,,,,00aa08a4,11143332,11143332,,,,,,,,
,,,,,00aa00f1,11141361,11141361,,,,,,,,
,,,,,00aa011b,11141403,11141403,,,,,,,,
,,,,,00aa01ab,11141547,11141547,,,,,,,,
,,,,,00aa01d3,11141587,11141587,,,,,,,,
,,,,,00aa01ad,11141549,11141549,,,,,,,,
,,,,,00aa01bd,11141565,11141565,,,,,,,,
,,,,,00aa0236,11141686,11141686,,,,,,,,
,,,,,00aa0216,11141654,11141654,,,,,,,,
,,,,,00aa0234,11141684,11141684,,,,,,,,
,,,,,00aa015e,11141470,11141470,,,,,,,,
,,,,,00aa023c,11141692,11141692,,,,,,,,
,,,,,00aa0244,11141700,11141700,,,,,,,,
,,,,,00aa00df,11141343,11141343,,,,,,,,
,,,,,00aa08a6,11143334,11143334,,,,,,,,
,,,,,00aa08a8,11143336,11143336,,,,,,,,
,,,,,400a2a04,1074407940,1074407940,,,,,,,,
,,,,,400a2a06,1074407942,1074407942,,,,,,,,
,,,,,400a2c5b,1074408539,1074408539,,,,,,,,
,,,,,00aa01e7,11141607,11141607,,,,,,,,
,,,,,00aa0214,11141652,11141652,,,,,,,,
,,,,,00aa01eb,11141611,11141611,,,,,,,,
,,,,,00aa01e9,11141609,11141609,,,,,,,,
,,,,,00aa01ed,11141613,11141613,,,,,,,,
,,,,,00aa01df,11141599,11141599,,,,,,,,
,,,,,00aa0159,11141465,11141465,,,,,,,,
,,,,,00aa00e1,11141345,11141345,,,,,,,,
,,,,,400a29da,1074407898,1074407898,,,,,,,,
,,,,,00aa013b,11141435,11141435,,,,,,,,
,,,,,00aa0240,11141696,11141696,,,,,,,,
,,,,,400a29d6,1074407894,1074407894,,,,,,,,
,,,,,00aa01ca,11141578,11141578,,,,,,,,
,,,,,00aa01c8,11141576,11141576,,,,,,,,
,,,,,00aa01c4,11141572,11141572,,,,,,,,
,,,,,00aa024c,11141708,11141708,,,,,,,,
,,,,,00aa024e,11141710,11141710,,,,,,,,
,,,,,00aa00d7,11141335,11141335,,,,,,,,
,,,,,00aa00d9,11141337,11141337,,,,,,,,
,,,,,400a2a30,1074407984,1074407984,,,,,,,,
,,,,,00AA0200,11141632,11141632,,,,,,,,
,,,,,00AA01B3,11141555,11141555,,,,,,,,
,,,,,00AA014F,11141455,11141455,,,,,,,,
,,,,,00AA00FD,11141373,11141373,,,,,,,,
,,,,,00AA0149,11141449,11141449,,,,,,,,
,,,,,00AA01BB,11141563,11141563,,,,,,,,
,,,,,00AA0206,11141638,11141638,,,,,,,,
,,,,,00AA01B7,11141559,11141559,,,,,,,,
,,,,,00AA08B6,11143350,11143350,,,,,,,,
,,,,,00AA01DB,11141595,11141595,,,,,,,,
,,,,,00AA01C2,11141570,11141570,,,,,,,,
,,,,,00AA049E,11142302,11142302,,,,,,,,
,,,,,00AA01A0,11141536,11141536,,,,,,,,
,,,,,00AA01A2,11141538,11141538,,,,,,,,
,,,,,00aa0160,11141472,11141472,,,,,,,,
,,,,,00aa0105,11141381,11141381,,,,,,,,
,,,,,00aa0119,11141401,11141401,,,,,,,,
,,,,,00aa00e7,11141351,11141351,,,,,,,,
,,,,,00aa011d,11141405,11141405,,,,,,,,
,,,,,00aa0157,11141463,11141463,,,,,,,,
